@relation Sax_prediction-2011-06-30T15:40:59-06:00-weka.filters.unsupervised.attribute.Remove-R1

@attribute n_term numeric
@attribute c_term numeric
@attribute y_num numeric
@attribute c_num numeric
@attribute k_num numeric
@attribute h_num numeric
@attribute r_num numeric
@attribute d_num numeric
@attribute e_num numeric
@attribute u_num numeric
@attribute polar_num numeric
@attribute hydrophobic_num numeric
@attribute pi numeric
@attribute charge_at_2.0 numeric
@attribute charge_at_2.5 numeric
@attribute charge_at_3.0 numeric
@attribute charge_at_3.5 numeric
@attribute charge_at_4.0 numeric
@attribute charge_at_4.5 numeric
@attribute charge_at_5.0 numeric
@attribute charge_at_5.5 numeric
@attribute charge_at_6.0 numeric
@attribute charge_at_6.5 numeric
@attribute charge_at_7.0 numeric
@attribute charge_at_7.5 numeric
@attribute charge_at_8.0 numeric
@attribute charge_at_8.5 numeric
@attribute charge_at_9.0 numeric
@attribute charge_at_9.5 numeric
@attribute charge_at_10.0 numeric
@attribute charge_at_10.5 numeric
@attribute charge_at_11.0 numeric
@attribute charge_at_11.5 numeric
@attribute charge_at_12.0 numeric
@attribute fraction numeric

@data
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.34,9.04,0,2,0,0,3,0,0,0,1,4,10.571533,3.686299,3.40892,3.179491,3.064662,3.021268,3.006424,3.000771,2.996233,2.986179,2.95626,2.867025,2.6263,2.12064,1.423238,0.784935,0.34568,0.118732,0.01195,-0.082287,-0.27995,-0.74488,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
1.88,9.04,0,0,1,0,1,2,1,0,3,3,4.180664,2.381973,2.043772,1.651426,1.043441,0.265112,-0.39016,-0.76284,-0.91896,-0.974499,-0.994533,-1.00666,-1.028128,-1.086286,-1.233112,-1.505961,-1.828932,-2.132356,-2.459588,-2.768119,-2.99455,-3.21489,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.19,8.95,0,0,3,0,0,0,5,0,1,1,4.428711,3.579701,3.241399,2.867908,2.291789,1.215565,-0.195489,-1.243677,-1.733692,-1.913694,-1.975807,-2.00309,-2.034248,-2.10882,-2.289348,-2.61466,-3.036179,-3.601773,-4.420798,-5.231904,-5.706844,-5.900788,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.34,9.04,0,2,0,0,3,0,0,0,1,4,10.571533,3.686299,3.40892,3.179491,3.064662,3.021268,3.006424,3.000771,2.996233,2.986179,2.95626,2.867025,2.6263,2.12064,1.423238,0.784935,0.34568,0.118732,0.01195,-0.082287,-0.27995,-0.74488,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.34,9.04,0,2,0,0,3,0,0,0,1,4,10.571533,3.686299,3.40892,3.179491,3.064662,3.021268,3.006424,3.000771,2.996233,2.986179,2.95626,2.867025,2.6263,2.12064,1.423238,0.784935,0.34568,0.118732,0.01195,-0.082287,-0.27995,-0.74488,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.21,8.95,0,0,1,0,0,0,3,0,3,5,3.959961,1.601808,1.286584,0.979827,0.595842,-0.063857,-0.915129,-1.545557,-1.840131,-1.948572,-1.986802,-2.006049,-2.033507,-2.10329,-2.270968,-2.557363,-2.865472,-3.146034,-3.455325,-3.738079,-3.900408,-3.966336,2
2.34,8.95,0,0,4,0,0,0,2,0,1,4,10.091064,4.675116,4.37398,4.073023,3.762743,3.301527,2.726702,2.304018,2.10678,2.033924,2.007344,1.991296,1.963136,1.887705,1.701237,1.356621,0.878445,0.17035,-0.903537,-1.978818,-2.610063,-2.868014,2
2.34,8.95,0,0,4,0,0,0,2,0,1,4,10.091064,4.675116,4.37398,4.073023,3.762743,3.301527,2.726702,2.304018,2.10678,2.033924,2.007344,1.991296,1.963136,1.887705,1.701237,1.356621,0.878445,0.17035,-0.903537,-1.978818,-2.610063,-2.868014,2
2.34,8.95,0,0,4,0,0,0,2,0,1,4,10.091064,4.675116,4.37398,4.073023,3.762743,3.301527,2.726702,2.304018,2.10678,2.033924,2.007344,1.991296,1.963136,1.887705,1.701237,1.356621,0.878445,0.17035,-0.903537,-1.978818,-2.610063,-2.868014,2
2.34,8.95,0,0,1,0,0,0,0,0,2,10,9.739502,1.6863,1.408924,1.179504,1.064703,1.021398,1.006834,1.002068,1.000327,0.999068,0.99644,0.988631,0.964809,0.896177,0.728863,0.442584,0.134511,-0.146039,-0.455326,-0.738079,-0.900408,-0.966336,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
1.83,8.95,0,0,2,1,0,1,2,0,0,4,5.327148,3.37019,3.074764,2.772925,2.301316,1.585696,0.815083,0.254366,-0.120004,-0.461721,-0.750853,-0.916773,-1.004209,-1.096466,-1.277104,-1.585044,-1.950519,-2.373807,-2.938031,-3.484982,-3.803623,-3.933561,2
